date,precipitation,temp_max,temp_min,wind,weather,temperature,temperature.1,temperature.2,temperature.3,temperature.4,temperature.5,temperature.6,temperature.7,temperature.8,temperature.9,temperature.10,temperature.11,temperature.12,temperature.13,temperature.14,temperature
2013-01-07,2.3,10.0,4.4,7.3,rain,8.600000000000001,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2013-01-08,16.3,11.7,5.6,6.3,rain,9.2,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999,8.649999999999999
2013-01-09,38.4,10.0,1.7,5.1,rain,7.25,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
2013-01-10,0.3,3.3,-0.6,2.1,snow,6.1000000000000005,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.3499999999999999
2013-01-11,0.0,2.8,-2.8,1.9,drizzle,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-12,0.0,2.8,-3.9,2.0,sun,4.45,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55
2013-01-13,0.0,2.2,-4.4,1.5,sun,4.2,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
2013-01-14,0.0,3.3,-2.2,1.3,sun,5.300000000000001,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998
2013-01-15,0.0,6.7,-0.6,2.3,sun,6.1000000000000005,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003
2013-01-16,0.0,6.1,-3.9,1.8,drizzle,4.45,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0999999999999999
2013-01-17,0.0,3.9,-2.8,1.0,drizzle,5.0,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
2013-01-18,0.0,3.3,-1.1,1.3,drizzle,5.8500000000000005,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0999999999999999
2013-01-19,0.0,1.1,-0.6,1.9,drizzle,6.1000000000000005,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25000000000000006
2013-01-20,0.0,3.3,-0.6,2.1,drizzle,6.1000000000000005,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.3499999999999999
2013-01-21,0.0,2.2,-1.7,1.1,drizzle,5.550000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001,0.2500000000000001
2013-01-22,0.0,3.3,-1.7,0.6,drizzle,5.550000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
2013-01-23,5.1,7.2,2.2,3.1,rain,7.5,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
2013-01-24,5.8,7.2,1.1,2.6,rain,6.95,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
2013-01-25,3.0,10.6,2.8,2.1,rain,7.800000000000001,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
2013-01-26,2.3,8.3,3.9,4.5,rain,8.35,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005
2013-01-27,1.8,5.6,3.9,4.5,rain,8.35,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
2013-01-28,7.9,6.1,3.3,3.2,rain,8.05,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999
2013-01-29,4.3,8.3,5.0,3.9,rain,8.9,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2013-01-30,3.6,8.9,6.7,3.9,rain,9.75,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001,7.800000000000001
2013-01-31,3.0,9.4,7.2,4.0,rain,10.0,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
2013-02-01,0.3,11.7,5.0,2.9,rain,8.9,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35
2013-02-02,0.0,6.1,2.8,2.0,drizzle,7.800000000000001,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999,4.449999999999999
2013-02-03,2.3,8.9,2.8,2.9,rain,7.800000000000001,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
2013-02-04,0.0,10.6,6.7,2.6,rain,9.75,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
2013-02-05,3.3,10.0,6.7,5.1,rain,9.75,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35
2013-02-06,1.0,10.6,6.1,4.5,rain,9.45,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35
2013-02-07,1.3,9.4,3.3,4.1,rain,8.05,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
2013-02-08,0.0,7.8,2.2,1.3,sun,7.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2013-02-09,0.3,8.3,4.4,1.3,rain,8.600000000000001,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005
2013-02-10,0.0,8.9,1.7,2.0,drizzle,7.25,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
2013-02-11,0.3,8.3,4.4,1.4,rain,8.600000000000001,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005,6.3500000000000005
2013-02-12,1.0,11.1,7.2,5.6,rain,10.0,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2013-02-13,2.3,9.4,7.2,4.1,rain,10.0,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
2013-02-14,1.0,9.4,5.6,2.2,rain,9.2,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
2013-02-15,0.0,13.3,5.0,2.4,drizzle,8.9,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2013-02-16,0.0,11.1,3.9,5.6,rain,8.35,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
2013-02-17,0.0,9.4,4.4,3.4,rain,8.600000000000001,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
2013-02-18,0.0,7.8,3.9,1.9,rain,8.35,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
2013-02-19,0.0,10.6,1.7,3.4,sun,7.25,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.1499999999999995
2013-02-20,1.5,7.8,1.1,2.1,rain,6.95,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
2013-02-21,0.5,6.7,3.9,6.2,rain,8.35,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
2013-02-22,9.4,7.8,3.9,8.1,rain,8.35,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
2013-02-23,0.3,10.0,3.9,4.6,rain,8.35,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
2013-02-24,0.0,8.9,5.0,5.5,rain,8.9,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
2013-02-25,2.3,10.6,3.3,7.1,rain,8.05,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999
2013-02-26,0.5,8.9,3.9,3.8,rain,8.35,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
2013-02-27,4.6,10.0,4.4,1.8,rain,8.600000000000001,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2013-02-28,8.1,11.7,6.7,3.8,rain,9.75,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
2013-03-01,4.1,15.0,11.1,5.4,rain,11.95,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
2013-03-02,0.8,13.9,5.0,4.5,rain,8.9,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2013-03-03,0.0,11.1,2.2,2.8,sun,7.5,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2013-03-04,0.0,13.3,0.0,3.9,sun,6.4,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2013-03-05,0.0,9.4,6.1,2.4,rain,9.45,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
2013-03-06,11.9,7.2,5.0,4.1,rain,8.9,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
2013-03-07,7.4,12.2,5.0,2.5,rain,8.9,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6
2013-03-08,0.0,11.7,2.2,2.6,drizzle,7.5,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999
2013-03-09,0.0,12.8,1.1,1.3,fog,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
2013-03-10,0.8,7.8,3.9,1.6,rain,8.35,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
2013-03-11,1.3,10.6,6.1,1.1,rain,9.45,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35
2013-03-12,2.0,12.8,10.0,5.7,rain,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4
2013-03-13,2.3,11.7,9.4,3.7,rain,11.1,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55
2013-03-14,2.8,11.7,9.4,3.0,rain,11.1,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55
2013-03-15,0.0,14.4,8.9,4.3,rain,10.85,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65
2013-03-16,4.3,10.6,4.4,6.4,rain,8.600000000000001,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
2013-03-17,0.0,8.9,3.9,6.1,sun,8.35,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
2013-03-18,0.0,11.7,3.9,5.9,rain,8.35,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
2013-03-19,11.7,12.8,1.7,3.4,rain,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25
2013-03-20,9.9,11.1,4.4,7.6,rain,8.600000000000001,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
2013-03-21,8.1,10.0,2.2,4.9,snow,7.5,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
2013-03-22,0.0,9.4,0.6,2.2,sun,6.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2013-03-23,0.0,10.0,1.1,2.6,sun,6.95,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
2013-03-24,0.0,12.2,0.6,2.1,sun,6.7,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.3999999999999995
2013-03-25,0.0,16.7,4.4,2.8,sun,8.600000000000001,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55
2013-03-26,0.0,16.7,6.1,1.7,sun,9.45,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.399999999999999
2013-03-27,0.3,13.3,7.2,1.6,rain,10.0,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25
2013-03-28,2.0,16.1,8.3,1.3,rain,10.55,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.200000000000001
2013-03-29,0.0,18.3,7.8,2.5,rain,10.3,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
2013-03-30,0.0,20.0,5.6,4.4,drizzle,9.2,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
2013-03-31,0.0,20.6,6.7,2.9,sun,9.75,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65
2013-04-01,0.0,17.2,8.3,3.6,sun,10.55,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75
2013-04-02,0.0,13.9,8.9,2.2,sun,10.85,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4
2013-04-03,0.0,16.7,7.8,1.6,sun,10.3,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25
2013-04-04,8.4,14.4,10.0,3.0,rain,11.4,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
2013-04-05,18.5,13.9,10.0,5.6,rain,11.4,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95
2013-04-06,12.7,12.2,7.2,5.0,rain,10.0,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
2013-04-07,39.1,8.3,5.0,3.9,rain,8.9,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2013-04-08,0.8,13.3,6.1,3.1,rain,9.45,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
2013-04-09,0.0,12.2,6.1,2.4,sun,9.45,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.149999999999999
2013-04-10,9.4,15.0,8.9,6.4,rain,10.85,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95
2013-04-11,1.5,12.2,6.7,3.8,rain,9.75,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2013-04-12,9.7,7.8,4.4,4.6,rain,8.600000000000001,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
2013-04-13,9.4,10.6,3.3,5.7,rain,8.05,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999
2013-04-14,5.8,12.8,4.4,2.3,rain,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001
2013-04-15,0.0,13.9,4.4,2.4,fog,8.600000000000001,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2013-04-16,0.3,13.9,3.3,2.6,rain,8.05,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6
2013-04-17,0.0,15.0,3.9,3.3,drizzle,8.35,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2013-04-18,5.3,11.7,6.7,4.0,rain,9.75,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
2013-04-19,20.6,13.3,9.4,4.9,rain,11.1,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.350000000000001
2013-04-20,0.0,13.9,8.3,5.8,sun,10.55,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.100000000000001
2013-04-21,3.3,12.2,6.7,4.1,rain,9.75,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2013-04-22,0.0,16.1,5.0,4.3,sun,8.9,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55
2013-04-23,0.0,17.8,3.9,2.8,sun,8.35,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85
2013-04-24,0.0,21.1,6.1,3.0,sun,9.45,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.600000000000001
2013-04-25,0.0,21.7,6.7,1.1,sun,9.75,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
2013-04-26,0.0,20.6,8.3,2.2,fog,10.55,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.450000000000001
2013-04-27,0.0,13.9,10.6,5.9,sun,11.7,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25
2013-04-28,1.0,15.0,9.4,5.2,rain,11.1,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
2013-04-29,3.8,13.9,6.7,4.2,rain,9.75,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
2013-04-30,0.0,12.8,4.4,2.4,sun,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001,8.600000000000001
2013-05-01,0.0,18.3,3.3,3.1,sun,8.05,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8
2013-05-02,0.0,20.6,6.7,4.0,sun,9.75,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65
2013-05-03,0.0,21.7,9.4,4.9,sun,11.1,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55
2013-05-04,0.0,25.0,11.1,6.5,sun,11.95,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05
2013-05-05,0.0,28.9,11.7,5.3,sun,12.25,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.299999999999997
2013-05-06,0.0,30.6,12.2,2.0,sun,12.5,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4
2013-05-07,0.0,20.6,11.1,3.3,sun,11.95,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.850000000000001
2013-05-08,0.0,19.4,11.1,1.9,sun,11.95,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25
2013-05-09,0.0,22.8,10.0,1.3,sun,11.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4
2013-05-10,0.0,26.1,9.4,1.0,sun,11.1,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75
2013-05-11,0.0,27.2,12.2,2.6,sun,12.5,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7
2013-05-12,6.6,21.7,13.9,3.9,rain,13.35,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
2013-05-13,3.3,18.9,9.4,5.0,rain,11.1,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.149999999999999
2013-05-14,0.0,18.3,7.8,2.4,sun,10.3,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
2013-05-15,1.0,17.2,8.9,2.3,rain,10.85,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
2013-05-16,0.0,21.7,12.2,2.7,fog,12.5,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95
2013-05-17,0.5,17.2,11.7,3.7,rain,12.25,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45
2013-05-18,0.0,16.7,11.1,2.9,sun,11.95,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.899999999999999
2013-05-19,0.0,18.3,10.6,2.3,sun,11.7,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45
2013-05-20,0.0,19.4,9.4,1.8,sun,11.1,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.399999999999999
2013-05-21,13.7,15.6,8.3,4.8,rain,10.55,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95
2013-05-22,13.7,11.1,7.2,3.0,rain,10.0,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2013-05-23,4.1,12.2,6.7,1.9,rain,9.75,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2013-05-24,0.3,16.7,8.9,2.7,rain,10.85,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
